username,item,rating,helpfulness,sentiment,emotions
0BKI0,Sloane Square Hotel,4,0.0,2.593984962406015,"{'Happy': 0.21, 'Angry': 0.04, 'Surprise': 0.14, 'Sad': 0.07, 'Fear': 0.54}"
0BKI0,Fauno Bar,5,0.0,3.1954887218045114,"{'Happy': 0.38, 'Angry': 0.0, 'Surprise': 0.23, 'Sad': 0.08, 'Fear': 0.31}"
0BKI0,Hotel Zi Teresa,4,3.0,3.007518796992481,"{'Happy': 0.26, 'Angry': 0.08, 'Surprise': 0.13, 'Sad': 0.05, 'Fear': 0.47}"
0BKI0,The Magdalen Chapter,5,0.0,2.255639097744361,"{'Happy': 0.17, 'Angry': 0.13, 'Surprise': 0.17, 'Sad': 0.1, 'Fear': 0.43}"
0BKI0,Thistle City Barbican,3,0.0,2.9699248120300754,"{'Happy': 0.12, 'Angry': 0.08, 'Surprise': 0.25, 'Sad': 0.04, 'Fear': 0.5}"
0BKI0,Harptree Court,5,0.0,2.443609022556391,"{'Happy': 0.11, 'Angry': 0.11, 'Surprise': 0.21, 'Sad': 0.16, 'Fear': 0.42}"
0BKI0,Hotel Diana Pompei,5,0.0,2.819548872180451,"{'Happy': 0.5, 'Angry': 0.17, 'Surprise': 0.0, 'Sad': 0.17, 'Fear': 0.17}"
0BKI0,Mill Park Camping and Caravan Park,4,1.0,2.218045112781955,"{'Happy': 0.25, 'Angry': 0.07, 'Surprise': 0.07, 'Sad': 0.14, 'Fear': 0.46}"
0BKI0,Barcelo Costa Cancun,4,0.0,2.706766917293233,"{'Happy': 0.2, 'Angry': 0.07, 'Surprise': 0.13, 'Sad': 0.13, 'Fear': 0.47}"
10179k79,Saiaz Getaria Hotel,4,0.0,2.255639097744361,"{'Happy': 0.22, 'Angry': 0.0, 'Surprise': 0.11, 'Sad': 0.33, 'Fear': 0.33}"
10179k79,Iriarte Jauregia Hotel,3,0.0,2.6691729323308278,"{'Happy': 0.14, 'Angry': 0.0, 'Surprise': 0.11, 'Sad': 0.29, 'Fear': 0.46}"
10179k79,"Hotel Marques de Riscal, a Luxury Collection Hotel",5,1.0,2.518796992481203,"{'Happy': 0.38, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.12, 'Fear': 0.5}"
10179k79,Hotel Amarano Burbank,4,0.0,2.932330827067669,"{'Happy': 0.25, 'Angry': 0.08, 'Surprise': 0.25, 'Sad': 0.08, 'Fear': 0.33}"
10179k79,Imbali Safari Lodge,4,2.0,2.556390977443609,"{'Happy': 0.38, 'Angry': 0.08, 'Surprise': 0.08, 'Sad': 0.23, 'Fear': 0.23}"
10179k79,Lobster House,3,0.0,2.3308270676691727,"{'Happy': 0.18, 'Angry': 0.0, 'Surprise': 0.27, 'Sad': 0.09, 'Fear': 0.45}"
10179k79,Franschhoek Country House & Villas,3,0.0,2.781954887218045,"{'Happy': 0.14, 'Angry': 0.11, 'Surprise': 0.11, 'Sad': 0.39, 'Fear': 0.25}"
10179k79,Altes Landhaus Country Lodge,5,0.0,2.8947368421052637,"{'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.08, 'Sad': 0.17, 'Fear': 0.42}"
10179k79,The Alexander,5,0.0,3.007518796992481,"{'Happy': 0.33, 'Angry': 0.11, 'Surprise': 0.11, 'Sad': 0.22, 'Fear': 0.22}"
10179k79,Teremok Marine,4,0.0,2.9699248120300754,"{'Happy': 0.12, 'Angry': 0.12, 'Surprise': 0.0, 'Sad': 0.29, 'Fear': 0.47}"
10179k79,Dawson's Game and Trout Lodge,4,0.0,2.932330827067669,"{'Happy': 0.2, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.1, 'Fear': 0.7}"
10179k79,Illyria House,4,0.0,2.781954887218045,"{'Happy': 0.13, 'Angry': 0.13, 'Surprise': 0.27, 'Sad': 0.13, 'Fear': 0.33}"
10179k79,"The Sands, St. Francis",5,0.0,2.443609022556391,"{'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.06, 'Sad': 0.19, 'Fear': 0.5}"
10179k79,Serene-estate Boutique Guesthouse,3,3.0,3.082706766917293,"{'Happy': 0.23, 'Angry': 0.06, 'Surprise': 0.1, 'Sad': 0.23, 'Fear': 0.39}"
10179k79,Summerfields Rose Retreat & Spa,5,0.0,2.518796992481203,"{'Happy': 0.29, 'Angry': 0.06, 'Surprise': 0.18, 'Sad': 0.0, 'Fear': 0.47}"
10179k79,Hotel Americano,3,1.0,3.045112781954887,"{'Happy': 0.19, 'Angry': 0.12, 'Surprise': 0.19, 'Sad': 0.19, 'Fear': 0.31}"
10179k79,Villa Cora,5,2.0,2.781954887218045,"{'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.07, 'Sad': 0.2, 'Fear': 0.4}"
10179k79,Thurnher's Alpenhof,5,1.0,2.819548872180451,"{'Happy': 0.19, 'Angry': 0.0, 'Surprise': 0.38, 'Sad': 0.19, 'Fear': 0.25}"
10179k79,Zero George Street,4,0.0,2.293233082706766,"{'Happy': 0.17, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.0, 'Fear': 0.58}"
10179k79,Hotel Simi Zermatt,2,0.0,2.932330827067669,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.17, 'Sad': 0.5, 'Fear': 0.33}"
10179k79,Asaba,5,4.0,2.3684210526315788,"{'Happy': 0.17, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.33}"
10179k79,Hotel das Kranzbach,4,1.0,2.3684210526315788,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0}"
10179k79,Seehotel Schlierseer Hof,2,9.0,2.9699248120300754,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0}"
10179k79,The Gant,5,0.0,2.781954887218045,"{'Happy': 0.17, 'Angry': 0.25, 'Surprise': 0.17, 'Sad': 0.17, 'Fear': 0.25}"
10179k79,Matahari Beach Resort & Spa,5,1.0,2.518796992481203,"{'Happy': 0.15, 'Angry': 0.05, 'Surprise': 0.15, 'Sad': 0.3, 'Fear': 0.35}"
10179k79,The Bowery Hotel,4,0.0,2.293233082706766,"{'Happy': 0.13, 'Angry': 0.07, 'Surprise': 0.2, 'Sad': 0.27, 'Fear': 0.33}"
10179k79,Kaiserblick,2,6.0,2.9699248120300754,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0}"
10179k79,COSMO Hotel Berlin Mitte,5,0.0,2.819548872180451,"{'Happy': 0.42, 'Angry': 0.0, 'Surprise': 0.08, 'Sad': 0.25, 'Fear': 0.25}"
10179k79,The Limelight Hotel,5,0.0,2.706766917293233,"{'Happy': 0.36, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.43, 'Fear': 0.21}"
10179k79,Red O Restaurant,3,0.0,2.8947368421052637,"{'Happy': 0.12, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.25, 'Fear': 0.38}"
10179k79,Chamberlain West Hollywood,5,0.0,2.932330827067669,"{'Happy': 0.23, 'Angry': 0.08, 'Surprise': 0.04, 'Sad': 0.38, 'Fear': 0.27}"
10179k79,Hotel ZaZa Houston,4,0.0,3.082706766917293,"{'Happy': 0.2, 'Angry': 0.04, 'Surprise': 0.24, 'Sad': 0.04, 'Fear': 0.48}"
10179k79,The Nolitan Hotel,3,2.0,2.781954887218045,"{'Happy': 0.17, 'Angry': 0.06, 'Surprise': 0.23, 'Sad': 0.14, 'Fear': 0.4}"
10179k79,Hotel Bareiss,5,1.0,2.631578947368421,"{'Happy': 0.18, 'Angry': 0.09, 'Surprise': 0.36, 'Sad': 0.27, 'Fear': 0.09}"
10179k79,Hotel Cour du Corbeau Strasbourg - MGallery Collection,5,1.0,2.6691729323308278,"{'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.08, 'Sad': 0.33, 'Fear': 0.25}"
10179k79,Hostellerie La Cheneaudiere - Relais & Chateaux,4,0.0,1.7669172932330826,"{'Happy': 0.54, 'Angry': 0.08, 'Surprise': 0.08, 'Sad': 0.08, 'Fear': 0.23}"
10179k79,Les Bas Rupts Et Chalet Fleuri,2,5.0,2.518796992481203,"{'Happy': 0.04, 'Angry': 0.0, 'Surprise': 0.26, 'Sad': 0.52, 'Fear': 0.17}"
10179k79,Riad Kniza,5,0.0,3.082706766917293,"{'Happy': 0.09, 'Angry': 0.09, 'Surprise': 0.09, 'Sad': 0.36, 'Fear': 0.36}"
10179k79,Andaz 5th Avenue,5,1.0,3.082706766917293,"{'Happy': 0.33, 'Angry': 0.1, 'Surprise': 0.1, 'Sad': 0.24, 'Fear': 0.24}"
10179k79,The Omnia,3,1.0,2.781954887218045,"{'Happy': 0.21, 'Angry': 0.04, 'Surprise': 0.25, 'Sad': 0.18, 'Fear': 0.32}"
10179k79,The Mira Hong Kong,5,0.0,2.180451127819549,"{'Happy': 0.38, 'Angry': 0.12, 'Surprise': 0.25, 'Sad': 0.12, 'Fear': 0.12}"
10179k79,Townhouse Hotel,3,0.0,2.8947368421052637,"{'Happy': 0.23, 'Angry': 0.0, 'Surprise': 0.08, 'Sad': 0.0, 'Fear': 0.69}"
10179k79,The Tides South Beach,5,0.0,2.293233082706766,"{'Happy': 0.5, 'Angry': 0.0, 'Surprise': 0.1, 'Sad': 0.1, 'Fear': 0.3}"
10179k79,Bleiche Resort & Spa,2,6.0,2.593984962406015,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0}"
10179k79,Park Hyatt Tokyo,5,0.0,2.8571428571428568,"{'Happy': 0.4, 'Angry': 0.2, 'Surprise': 0.0, 'Sad': 0.2, 'Fear': 0.2}"
10179k79,Ryokan Fujiya,3,1.0,2.6691729323308278,"{'Happy': 0.31, 'Angry': 0.08, 'Surprise': 0.08, 'Sad': 0.23, 'Fear': 0.31}"
10179k79,Park Hotel Tokyo,4,0.0,2.6691729323308278,"{'Happy': 0.22, 'Angry': 0.0, 'Surprise': 0.22, 'Sad': 0.22, 'Fear': 0.33}"
10179k79,Palmiet Valley Wine Estate & Boutique Hotel,5,0.0,2.6691729323308278,"{'Happy': 0.1, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.2, 'Fear': 0.7}"
10179k79,The Lofts Boutique Hotel,3,1.0,2.631578947368421,"{'Happy': 0.12, 'Angry': 0.12, 'Surprise': 0.12, 'Sad': 0.25, 'Fear': 0.38}"
10179k79,Cape Heritage Hotel,5,2.0,2.518796992481203,"{'Happy': 0.24, 'Angry': 0.12, 'Surprise': 0.18, 'Sad': 0.24, 'Fear': 0.24}"
10179k79,The Legian Bali a GHM hotel,5,3.0,0.0,"{'Happy': 0.12, 'Angry': 0.06, 'Surprise': 0.35, 'Sad': 0.24, 'Fear': 0.24}"
10179k79,Blue Moon Villas,3,0.0,3.045112781954887,"{'Happy': 0.26, 'Angry': 0.09, 'Surprise': 0.06, 'Sad': 0.29, 'Fear': 0.31}"
10179k79,New Majestic Hotel,4,0.0,2.8947368421052637,"{'Happy': 0.21, 'Angry': 0.1, 'Surprise': 0.15, 'Sad': 0.21, 'Fear': 0.33}"
124_10,Miller Apartments Adelaide,5,1.0,2.6691729323308278,"{'Happy': 0.29, 'Angry': 0.21, 'Surprise': 0.07, 'Sad': 0.0, 'Fear': 0.43}"
124_10,Hidden Grove Retreat,5,1.0,2.7443609022556394,"{'Happy': 0.56, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.11, 'Fear': 0.33}"
124_10,Holiday Inn Winchester,4,0.0,2.706766917293233,"{'Happy': 0.38, 'Angry': 0.06, 'Surprise': 0.06, 'Sad': 0.19, 'Fear': 0.31}"
124_10,BEST WESTERN Mornington Hotel,4,0.0,2.3684210526315788,"{'Happy': 0.33, 'Angry': 0.04, 'Surprise': 0.17, 'Sad': 0.08, 'Fear': 0.38}"
124_10,Methuen Arms Hotel,5,1.0,2.7443609022556394,"{'Happy': 0.29, 'Angry': 0.12, 'Surprise': 0.12, 'Sad': 0.18, 'Fear': 0.29}"
124_10,Bedford Hotel,5,1.0,2.631578947368421,"{'Happy': 0.43, 'Angry': 0.14, 'Surprise': 0.0, 'Sad': 0.21, 'Fear': 0.21}"
124_10,BEST WESTERN Hotel Mondschein,3,0.0,2.819548872180451,"{'Happy': 0.14, 'Angry': 0.14, 'Surprise': 0.14, 'Sad': 0.21, 'Fear': 0.36}"
124_10,Jackson's Restaurant,4,0.0,2.518796992481203,"{'Happy': 0.67, 'Angry': 0.0, 'Surprise': 0.22, 'Sad': 0.0, 'Fear': 0.11}"
124_10,Saybrook Point Inn & Spa,5,0.0,2.3308270676691727,"{'Happy': 0.2, 'Angry': 0.2, 'Surprise': 0.2, 'Sad': 0.0, 'Fear': 0.4}"
124_10,Travelodge Hotel at LAX,1,0.0,2.8571428571428568,"{'Happy': 0.12, 'Angry': 0.38, 'Surprise': 0.0, 'Sad': 0.12, 'Fear': 0.38}"
12ReasonsWhy,Wendy's Thai Fusion,5,1.0,2.932330827067669,"{'Happy': 0.05, 'Angry': 0.05, 'Surprise': 0.2, 'Sad': 0.3, 'Fear': 0.4}"
12ReasonsWhy,The Cottage,5,0.0,3.3834586466165413,"{'Happy': 0.18, 'Angry': 0.05, 'Surprise': 0.32, 'Sad': 0.23, 'Fear': 0.23}"
12ReasonsWhy,Stamos Hotel,5,0.0,3.007518796992481,"{'Happy': 0.19, 'Angry': 0.04, 'Surprise': 0.23, 'Sad': 0.25, 'Fear': 0.29}"
12ReasonsWhy,London Marriott Hotel Regents Park,5,0.0,3.1954887218045114,"{'Happy': 0.31, 'Angry': 0.11, 'Surprise': 0.13, 'Sad': 0.2, 'Fear': 0.24}"
12ReasonsWhy,Metropark Park Hotel Kowloon,4,0.0,2.8947368421052637,"{'Happy': 0.24, 'Angry': 0.09, 'Surprise': 0.27, 'Sad': 0.03, 'Fear': 0.36}"
12ReasonsWhy,Southlands Guest House,5,0.0,3.1203007518796992,"{'Happy': 0.3, 'Angry': 0.15, 'Surprise': 0.0, 'Sad': 0.2, 'Fear': 0.35}"
12ReasonsWhy,The Ayrlington,5,1.0,2.593984962406015,"{'Happy': 0.23, 'Angry': 0.06, 'Surprise': 0.08, 'Sad': 0.17, 'Fear': 0.46}"
14beacon,Courtyard Poughkeepsie,4,3.0,3.082706766917293,"{'Happy': 0.19, 'Angry': 0.25, 'Surprise': 0.06, 'Sad': 0.12, 'Fear': 0.38}"
14beacon,Paradise Stream Resort,4,8.0,2.406015037593985,"{'Happy': 0.21, 'Angry': 0.05, 'Surprise': 0.21, 'Sad': 0.11, 'Fear': 0.42}"
14beacon,Brothers Trattoria,4,0.0,2.631578947368421,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.6, 'Sad': 0.2, 'Fear': 0.2}"
14beacon,Cafe Amarcord,5,1.0,2.406015037593985,"{'Happy': 0.17, 'Angry': 0.17, 'Surprise': 0.17, 'Sad': 0.0, 'Fear': 0.5}"
14beacon,Embassy Suites by Hilton North Charleston - Airport/Hotel & Convention,4,0.0,2.9699248120300754,"{'Happy': 0.2, 'Angry': 0.13, 'Surprise': 0.07, 'Sad': 0.27, 'Fear': 0.33}"
14beacon,Hampton Inn Manhattan-Seaport-Financial District,4,1.0,2.819548872180451,"{'Happy': 0.22, 'Angry': 0.06, 'Surprise': 0.12, 'Sad': 0.16, 'Fear': 0.44}"
14beacon,Residence Inn Mystic Groton,3,0.0,3.007518796992481,"{'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.0, 'Fear': 0.5}"
14beacon,Residence Inn Deptford,4,0.0,2.443609022556391,"{'Happy': 0.23, 'Angry': 0.15, 'Surprise': 0.15, 'Sad': 0.23, 'Fear': 0.23}"
14beacon,Courtyard Stamford Downtown,4,0.0,2.706766917293233,"{'Happy': 0.14, 'Angry': 0.09, 'Surprise': 0.05, 'Sad': 0.14, 'Fear': 0.59}"
150NightsPerYear,Joyride Taco House,3,0.0,2.819548872180451,"{'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.67}"
150NightsPerYear,Joe's Farm Grill,4,0.0,2.631578947368421,"{'Happy': 0.3, 'Angry': 0.0, 'Surprise': 0.2, 'Sad': 0.2, 'Fear': 0.3}"
150NightsPerYear,Joe's Real BBQ,4,1.0,2.593984962406015,"{'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.42, 'Sad': 0.08, 'Fear': 0.17}"
150NightsPerYear,Alamo,4,0.0,2.593984962406015,"{'Happy': 0.18, 'Angry': 0.0, 'Surprise': 0.27, 'Sad': 0.09, 'Fear': 0.45}"
150NightsPerYear,El Indio Mexican Restaurant,4,0.0,3.721804511278195,"{'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.75}"
150NightsPerYear,Crowne Plaza Airport,5,0.0,2.781954887218045,"{'Happy': 0.38, 'Angry': 0.04, 'Surprise': 0.04, 'Sad': 0.26, 'Fear': 0.28}"
150NightsPerYear,Candlewood Suites Fort Stockton,4,0.0,2.3684210526315788,"{'Happy': 0.36, 'Angry': 0.0, 'Surprise': 0.07, 'Sad': 0.07, 'Fear': 0.5}"
150NightsPerYear,Comfort Suites Grayslake,4,1.0,2.819548872180451,"{'Happy': 0.25, 'Angry': 0.06, 'Surprise': 0.12, 'Sad': 0.19, 'Fear': 0.38}"
150NightsPerYear,Aloft Green Bay,5,0.0,2.556390977443609,"{'Happy': 0.22, 'Angry': 0.11, 'Surprise': 0.33, 'Sad': 0.0, 'Fear': 0.33}"
150NightsPerYear,The Cutting Board Bakery and Cafe,5,1.0,2.518796992481203,"{'Happy': 0.6, 'Angry': 0.2, 'Surprise': 0.2, 'Sad': 0.0, 'Fear': 0.0}"
150NightsPerYear,Holiday Inn Grand Rapids Downtown,4,0.0,2.631578947368421,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.4, 'Fear': 0.6}"
150NightsPerYear,Thai Chili,5,1.0,2.706766917293233,"{'Happy': 1.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.0}"
150NightsPerYear,royal barge thai restaurant,5,1.0,1.9924812030075187,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.5, 'Fear': 0.25}"
150NightsPerYear,Wild Truffle,1,9.0,2.631578947368421,"{'Happy': 0.22, 'Angry': 0.0, 'Surprise': 0.22, 'Sad': 0.26, 'Fear': 0.3}"
150NightsPerYear,Madurai Residency,1,6.0,2.593984962406015,"{'Happy': 0.16, 'Angry': 0.06, 'Surprise': 0.12, 'Sad': 0.19, 'Fear': 0.47}"
150NightsPerYear,Carmella's,4,0.0,2.556390977443609,"{'Happy': 0.38, 'Angry': 0.0, 'Surprise': 0.38, 'Sad': 0.0, 'Fear': 0.25}"
150NightsPerYear,Copper Rock Coffee,4,0.0,2.932330827067669,"{'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.25, 'Fear': 0.5}"
150NightsPerYear,Hilton Paris Charles de Gaulle Airport,4,0.0,3.533834586466165,"{'Happy': 0.32, 'Angry': 0.15, 'Surprise': 0.06, 'Sad': 0.03, 'Fear': 0.44}"
150NightsPerYear,Hilton Garden Inn New Delhi / Saket,4,0.0,2.593984962406015,"{'Happy': 0.37, 'Angry': 0.03, 'Surprise': 0.13, 'Sad': 0.07, 'Fear': 0.4}"
150NightsPerYear,Hilton Millennium Seoul,2,1.0,3.947368421052632,"{'Happy': 0.12, 'Angry': 0.0, 'Surprise': 0.16, 'Sad': 0.16, 'Fear': 0.56}"
150NightsPerYear,InterContinental Seoul COEX,5,2.0,2.3308270676691727,"{'Happy': 0.28, 'Angry': 0.11, 'Surprise': 0.11, 'Sad': 0.13, 'Fear': 0.38}"
150NightsPerYear,Hilton Garden Inn Islip/MacArthur Airport,2,0.0,2.406015037593985,"{'Happy': 0.23, 'Angry': 0.0, 'Surprise': 0.08, 'Sad': 0.08, 'Fear': 0.62}"
150NightsPerYear,LaGuardia Plaza Hotel - New York,2,0.0,5.075187969924812,"{'Happy': 0.17, 'Angry': 0.0, 'Surprise': 0.12, 'Sad': 0.17, 'Fear': 0.54}"
150NightsPerYear,Laguna Garden Hotel,4,4.0,2.255639097744361,"{'Happy': 0.2, 'Angry': 0.06, 'Surprise': 0.18, 'Sad': 0.16, 'Fear': 0.4}"
150NightsPerYear,Presidente Inter-Continental Cozumel Resort & Spa,2,6.0,2.9699248120300754,"{'Happy': 0.1, 'Angry': 0.03, 'Surprise': 0.25, 'Sad': 0.2, 'Fear': 0.42}"
150NightsPerYear,Hotel Merkur,5,2.0,2.3684210526315788,"{'Happy': 0.2, 'Angry': 0.15, 'Surprise': 0.25, 'Sad': 0.15, 'Fear': 0.25}"
1771,Radisson Hotel Cincinnati Riverfront,1,0.0,2.932330827067669,"{'Happy': 0.19, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.25, 'Fear': 0.31}"
1771,Sandpiper Gulf Resort,5,0.0,2.706766917293233,"{'Happy': 0.4, 'Angry': 0.2, 'Surprise': 0.07, 'Sad': 0.2, 'Fear': 0.13}"
1771,Four Points by Sheraton Cocoa Beach,5,1.0,2.218045112781955,"{'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.22, 'Sad': 0.11, 'Fear': 0.33}"
1771,Back Porch BBQ,1,0.0,2.255639097744361,"{'Happy': 0.18, 'Angry': 0.0, 'Surprise': 0.18, 'Sad': 0.36, 'Fear': 0.27}"
1771,Wingate by Wyndham Lexington,1,3.0,2.556390977443609,"{'Happy': 0.1, 'Angry': 0.1, 'Surprise': 0.2, 'Sad': 0.25, 'Fear': 0.35}"
1771,Stonewall Jackson Hotel and Conference Center,5,0.0,3.233082706766917,"{'Happy': 0.36, 'Angry': 0.0, 'Surprise': 0.09, 'Sad': 0.18, 'Fear': 0.36}"
1771,Sammy Sue's BBQ,5,2.0,2.819548872180451,"{'Happy': 0.52, 'Angry': 0.04, 'Surprise': 0.24, 'Sad': 0.2, 'Fear': 0.0}"
1771,Berlin Resort,5,0.0,2.218045112781955,"{'Happy': 0.27, 'Angry': 0.09, 'Surprise': 0.09, 'Sad': 0.18, 'Fear': 0.36}"
1771,Showtime Pizza,1,1.0,2.406015037593985,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.17, 'Fear': 0.33}"
1771,Ted's Montana Grill,1,0.0,2.6691729323308278,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.4, 'Sad': 0.1, 'Fear': 0.5}"
1771,La Quinta Inn & Suites Louisville,5,0.0,2.706766917293233,"{'Happy': 0.4, 'Angry': 0.1, 'Surprise': 0.0, 'Sad': 0.1, 'Fear': 0.4}"
1771,Sandcastle Oceanfront Resort at the Pavilion,4,0.0,2.631578947368421,"{'Happy': 0.27, 'Angry': 0.08, 'Surprise': 0.12, 'Sad': 0.15, 'Fear': 0.38}"
1771,Springhill Suites Cincinnati Midtown,5,0.0,2.3308270676691727,"{'Happy': 0.57, 'Angry': 0.14, 'Surprise': 0.0, 'Sad': 0.14, 'Fear': 0.14}"
1771,Spanky's Pizza Galley & Saloon,3,0.0,2.218045112781955,"{'Happy': 0.67, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.33}"
1771,Senor Frogs,2,0.0,2.3684210526315788,"{'Happy': 0.6, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.2, 'Fear': 0.2}"
1771,Creek Ratz,4,0.0,2.293233082706766,"{'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.0, 'Fear': 0.33}"
1771,Audie's Restaurant,2,0.0,2.3684210526315788,"{'Happy': 0.12, 'Angry': 0.25, 'Surprise': 0.12, 'Sad': 0.12, 'Fear': 0.38}"
